address,city,created_at,description,description_en,description_fr,display_description,display_specialties,email,featured,id,latitude,logo_url,longitude,name,opening_hours,phone,postal_code,province,specialties,specialties_en,specialties_fr,type,updated_at,website
Mechelseweg 229,Kapelle-op-den-Bos,2025-12-27 18:50:20,Belgische chocolatier,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Belgische chocolatier,Ambachtelijke chocolade,,0,2555,51.01241,,4.3603945,Doopsuiker De Buyser,,,1880.0,Vlaams-Brabant,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:20,https://www.doopsuikerdebuyser.be
Kolmstraat 61,Huise,2025-12-27 18:50:20,Belgische chocolatier - Doopsuikerke,Belgian chocolatier - Doopsuikerke,Chocolaterie belge - Doopsuikerke,Belgische chocolatier - Doopsuikerke,,,0,2556,50.9112943,,3.6345298,Doopsuikerke,,,9750.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:20,
Bevrijdingslaan 244,Meerhout,2025-12-27 18:50:20,Belgische chocolatier - Dora Design & Gifts,Belgian chocolatier - Dora Design & Gifts,Chocolaterie belge - Dora Design & Gifts,Belgische chocolatier - Dora Design & Gifts,,,0,2557,51.1212383,,5.051364,Dora Design & Gifts,,,2450.0,Antwerpen,,,,winkel,2025-12-27 18:50:20,
Hulstsestraat 51,Veerle,2025-12-27 18:50:20,Belgische chocolatier - Dora Design & Gifts,Belgian chocolatier - Dora Design & Gifts,Chocolaterie belge - Dora Design & Gifts,Belgische chocolatier - Dora Design & Gifts,,,0,2558,51.0722004,,4.97562,Dora Design & Gifts,,,2431.0,Antwerpen,,,,winkel,2025-12-27 18:50:20,
Nierlenderstraat 4/C,Broechem,2025-12-27 18:50:20,Belgische chocolatier - Dotje,Belgian chocolatier - Dotje,Chocolaterie belge - Dotje,Belgische chocolatier - Dotje,,,0,2559,51.1791954,,4.5919923,Dotje,,,2520.0,Antwerpen,,,,winkel,2025-12-27 18:50:20,
Avenue Paul Pastur 57,Mont-sur-Marchienne,2025-12-27 18:50:20,Belgische chocolatier - Douceur Chocolat,Belgian chocolatier - Douceur Chocolat,Chocolaterie belge - Douceur Chocolat,Belgische chocolatier - Douceur Chocolat,,,0,2560,50.3895826,,4.4066136,Douceur Chocolat,,,6032.0,Henegouwen,,,,winkel,2025-12-27 18:50:20,https://www.douce-chocolat.be
Rue Francq 12,Aarlen,2025-12-27 18:50:21,Belgische chocolatier,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Belgische chocolatier,Ambachtelijke chocolade,,0,2562,49.68175,,5.8105887,Douceurs Royales,,,6700.0,Luxemburg,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:21,https://boutiquedouceursro.wixsite.com/mysite
Chaussée de Nivelles 400,Liberchies,2025-12-27 18:50:20,Belgische chocolatier - Douceurs du coin,Belgian chocolatier - Douceurs du coin,Chocolaterie belge - Douceurs du coin,Belgische chocolatier - Douceurs du coin,,,0,2561,50.5161545,,4.4108204,Douceurs du coin,,,6238.0,Henegouwen,,,,winkel,2025-12-27 18:50:20,
Woluwedal 4/42,Sint-Stevens-Woluwe,2025-12-27 18:50:21,Belgische chocolatier - Ducobu Roger,Belgian chocolatier - Ducobu Roger,Chocolaterie belge - Ducobu Roger,Belgische chocolatier - Ducobu Roger,,,0,2563,50.8568412,,4.4468027,Ducobu Roger,,,1932.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:21,
Avenue des Combattants 32/1,Geldenaken,2025-12-27 18:50:21,Belgische chocolatier - Duroy Jodoigne RC,Belgian chocolatier - Duroy Jodoigne RC,Chocolaterie belge - Duroy Jodoigne RC,Belgische chocolatier - Duroy Jodoigne RC,,,0,2565,50.7237696,,4.869764,Duroy Jodoigne RC,,,1370.0,Waals-Brabant,,,,winkel,2025-12-27 18:50:21,https://www.duroy.be
Clos du Duc 14,Falisolle,2025-12-27 18:50:20,Belgische chocolatier - Délices Nonolulu,Belgian chocolatier - Délices Nonolulu,Chocolaterie belge - Délices Nonolulu,Belgische chocolatier - Délices Nonolulu,,,0,2550,50.4163079,,4.6156295,Délices Nonolulu,,,5060.0,Namen,,,,winkel,2025-12-27 18:50:20,
Eikenlaan 8,Bazel,2025-12-27 18:50:21,Belgische chocolatier - ELILIE,Belgian chocolatier - ELILIE,Chocolaterie belge - ELILIE,Belgische chocolatier - ELILIE,,,0,2566,51.1386999,,4.2994947,ELILIE,,,9150.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:21,https://leonidas.com
Oude Vijversstraat 40,Vorst,2025-12-27 18:50:21,Belgische chocolatier - ELYSBERG CONFISERIE,Belgian chocolatier - ELYSBERG CONFISERIE,Chocolaterie belge - ELYSBERG CONFISERIE,Belgische chocolatier - ELYSBERG CONFISERIE,,,0,2573,50.8179143,,4.3181372,ELYSBERG CONFISERIE,,,1190.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:21,https://www.elysberg.be
Rue des Mâles Vignes 29/3,Antheit,2025-12-27 18:50:21,Belgische chocolatier - ENTRE SUCRES ET CHOCOLATS,Belgian chocolatier - ENTRE SUCRES ET CHOCOLATS,Chocolaterie belge - ENTRE SUCRES ET CHOCOLATS,Belgische chocolatier - ENTRE SUCRES ET CHOCOLATS,,,0,2574,50.5456547,,5.1997854,ENTRE SUCRES ET CHOCOLATS,,,4520.0,Luik,,,,winkel,2025-12-27 18:50:21,https://www.entre-sucres-et-chocolats.be
Rue du Pairibonnier 8,Wépion,2025-12-27 18:50:21,Belgische chocolatier - EVERARTS JEAN PIERRE,Belgian chocolatier - EVERARTS JEAN PIERRE,Chocolaterie belge - EVERARTS JEAN PIERRE,Belgische chocolatier - EVERARTS JEAN PIERRE,,,0,2575,50.4197108,,4.873388,EVERARTS JEAN PIERRE,,,5100.0,Namen,,,,winkel,2025-12-27 18:50:21,
Grote Markt 2,Antwerpen,2025-12-27 18:50:21,Pralinewinkel op Grote Markt Antwerpen,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Pralinewinkel op Grote Markt Antwerpen,Pralines,,0,2567,51.2206244,,4.3994071,Elisa pralines,,,2000.0,Antwerpen,Pralines,Chocolat artisanal,geschenkverpakkingen,winkel,2025-12-27 18:50:21,
Maastrichterstraat 77,Hasselt,2025-12-27 18:50:21,Artisanale chocolatier in Hasselt. Biologische en eerlijke handel chocolade.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Artisanale chocolatier in Hasselt. Biologische en eerlijke handel chocolade.,Bio chocolade,info@elisabeth-chocolade.be,0,2568,50.9298222,,5.3412802,Elisabeth,,+32 11 22 44 55,3500.0,Limburg,Bio chocolade,Chocolat artisanal,fairtrade,beide,2025-12-27 18:50:21,https://www.elisabeth-chocolade.be
Rue au Beurre 43,Bruxelles,2025-12-27 18:50:21,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2569,50.8473185,,4.3518502,Elisabeth,,+32 2 344 33 03,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:21,http://www.elisabeth.be/
Av. Louise 49,Bruxelles,2025-12-27 18:50:21,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2570,50.8338285,,4.3569539,Elisabeth Chocolaterie,,+32 2 269 80 78,1060.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:21,http://www.elisabeth.be/
Rue de l'Etuve 55,Bruxelles,2025-12-27 18:50:21,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2571,50.8450582,,4.3498847,Elisabeth Chocolatier Manneken Pis,,+32 2 513 48 55,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:21,http://www.elisabeth.be/
Riemsterweg 224A,Kleine-Spouwen,2025-12-27 18:50:21,Belgische chocolatier - Ellenoor,Belgian chocolatier - Ellenoor,Chocolaterie belge - Ellenoor,Belgische chocolatier - Ellenoor,,,0,2572,50.8465444,,5.5417626,Ellenoor,,,3740.0,Limburg,,,,winkel,2025-12-27 18:50:21,https://www.ellenoor.be
Stanislaw Maczekpark 70,Sint-Niklaas,2025-12-27 18:50:21,Belgische chocolatier - Fairy Chocolates,Belgian chocolatier - Fairy Chocolates,Chocolaterie belge - Fairy Chocolates,Belgische chocolatier - Fairy Chocolates,,,0,2576,51.1522193,,4.1504422,Fairy Chocolates,,,9100.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:21,http://www.fairychocolates.be
Kapelseweg 65,Hombeek,2025-12-27 18:50:21,Belgische chocolatier - Feron,Belgian chocolatier - Feron,Chocolaterie belge - Feron,Belgische chocolatier - Feron,,,0,2577,51.0182285,,4.4284907,Feron,,,2811.0,Antwerpen,,,,winkel,2025-12-27 18:50:21,
Edingsesteenweg 3,Gooik,2025-12-27 18:50:21,Belgische chocolatier,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Belgische chocolatier,Ambachtelijke chocolade,,0,2578,50.8064135,,4.131296,Flavor Shop,,,1755.0,Vlaams-Brabant,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:21,https://www.flavor.shop/nl
Quai aux Briques 24,Brussel,2025-12-27 18:50:21,Ambachtelijke chocolatier in hartje Brussel. Pure chocolade met natuurlijke ingrediënten.,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Ambachtelijke chocolatier in hartje Brussel. Pure chocolade met natuurlijke ingrediënten.,Ambachtelijke chocolade,info@fredericblondeel.be,0,2579,50.8515455,,4.3478435,Frederic Blondeel,,+32 2 502 35 60,1000.0,Brussels Hoofdstedelijk Gewest,Ambachtelijke chocolade,Chocolat artisanal,macarons,beide,2025-12-27 18:50:21,https://www.fredericblondeel.be
Rue de Ganshoren 39,Koekelberg,2025-12-27 18:50:21,Belgische chocolatier,Belgian chocolatier,Chocolaterie belge,Belgische chocolatier,,,0,2580,50.8598084,,4.3290426,Frederic Blondeel Chocolate Factory & Shop,,+32 468 31 50 80,1081.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:21,http://www.frederic-blondeel.be/
Steenstraat 5,Brugge,2025-12-27 18:50:21,Belgische chocolatier - GALLER BRUGGE,Belgian chocolatier - GALLER BRUGGE,Chocolaterie belge - GALLER BRUGGE,Belgische chocolatier - GALLER BRUGGE,,,0,2583,51.2081677,,3.2241004,GALLER BRUGGE,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:21,https://www.galler.com
Rue de la Taille 11/A000,Jemeppe-sur-Sambre,2025-12-27 18:50:21,Belgische chocolatier - GARCIA CHRISTOPHE,Belgian chocolatier - GARCIA CHRISTOPHE,Chocolaterie belge - GARCIA CHRISTOPHE,Belgische chocolatier - GARCIA CHRISTOPHE,,,0,2584,50.4668114,,4.6729889,GARCIA CHRISTOPHE,,,5190.0,Namen,,,,winkel,2025-12-27 18:50:21,
Oevelseweg 102,Olen,2025-12-27 18:50:21,Belgische chocolatier - GEENS VANESSA,Belgian chocolatier - GEENS VANESSA,Chocolaterie belge - GEENS VANESSA,Belgische chocolatier - GEENS VANESSA,,,0,2585,51.1600572,,4.8984129,GEENS VANESSA,,,2250.0,Antwerpen,,,,winkel,2025-12-27 18:50:21,
Zomerlindestraat 1,Dudzele,2025-12-27 18:50:21,Belgische chocolatier - GILDE VAN DE BRUGSE CHOCOLATIERS,Belgian chocolatier - GILDE VAN DE BRUGSE CHOCOLATIERS,Chocolaterie belge - GILDE VAN DE BRUGSE CHOCOLATIERS,Belgische chocolatier - GILDE VAN DE BRUGSE CHOCOLATIERS,,,0,2587,51.2641103,,3.2202395,GILDE VAN DE BRUGSE CHOCOLATIERS,,,8380.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:21,
Grasmarkt 38-40,Brussel,2025-12-27 18:50:22,Belgische chocolatier - GULLUOGLU,Belgian chocolatier - GULLUOGLU,Chocolaterie belge - GULLUOGLU,Belgische chocolatier - GULLUOGLU,,,0,2590,50.8480935,,4.3522091,GULLUOGLU,,,1000.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:22,
Schaperstraat 35,Lemberge,2025-12-27 18:50:22,Belgische chocolatier - GVH Tuinen,Belgian chocolatier - GVH Tuinen,Chocolaterie belge - GVH Tuinen,Belgische chocolatier - GVH Tuinen,,,0,2592,50.9831471,,3.7598129,GVH Tuinen,,,9820.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:22,http://www.chocolaterievanhecke.be
Rue de Brichebo 689,Vezin,2025-12-27 18:50:21,Belgische chocolatier - Gabao,Belgian chocolatier - Gabao,Chocolaterie belge - Gabao,Belgische chocolatier - Gabao,,,0,2581,50.4942319,,5.0220333,Gabao,,,5300.0,Namen,,,,winkel,2025-12-27 18:50:21,
Rue du Vieux Moulin 5,Vaux-sous-Chèvremont,2025-12-27 18:50:21,Sinds 1976 gekend om innovatieve chocolade creaties. Hun gevulde tabletten zijn wereldberoemd.,known for innovative chocolate creations. Their filled bars are world-famous.,Depuis 1976. connu pour ses créations chocolatées innovantes. Leurs tablettes fourrées sont mondialement célèbres.,Sinds 1976 gekend om innovatieve chocolade creaties. Hun gevulde tabletten zijn wereldberoemd.,55542571.0,info@galler.com,0,2582,50.6018004,,5.6339283,Galler,506877469.0,+32 4 338 23 40,4051.0,Luik,55542571.0,Gevulde tabletten,,fabrikant,2025-12-27 18:50:21,https://www.galler.com
Manegemstraat 6,Izegem,2025-12-27 18:50:21,Traditionele chocolaterie in Izegem,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Traditionele chocolaterie in Izegem,Ambachtelijke pralines,,0,2586,50.908749,,3.2085028,Geldhof-Dewulf Chocolaterie Parfait,,,8870.0,West-Vlaanderen,Ambachtelijke pralines,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:21,
Chaussée de l'Europe 7,Wavre,2025-12-27 18:50:22,Wereldberoemd Belgisch chocolademerk opgericht in 1926. Staat bekend om luxe pralines en hoogwaardige chocolade.,World-famous Belgian chocolate brand founded in 1926. Known for luxury pralines and high-quality chocolate.,Marque de chocolat belge de renommée mondiale fondée en 1926. Connue pour ses pralines luxueuses et son chocolat de haute qualité.,Wereldberoemd Belgisch chocolademerk opgericht in 1926. Staat bekend om luxe pralines en hoogwaardige chocolade.,Luxe pralines,contact@godiva.com,0,2588,50.7231225,/logo/godiva.jpg,4.6152531,Godiva,,+32 10 24 24 11,1300.0,Waals-Brabant,Luxe pralines,tabletten,truffels,fabrikant,2025-12-27 18:50:22,https://www.godiva.com
Zuidgoordijkstraat 1,Hulshout,2025-12-27 18:50:22,Belgische chocolatier - Goed Zoet,Belgian chocolatier - Goed Zoet,Chocolaterie belge - Goed Zoet,Belgische chocolatier - Goed Zoet,,,0,2589,51.07911,,4.8081851,Goed Zoet,,,2235.0,Antwerpen,,,,winkel,2025-12-27 18:50:22,
Europaweg 7,Beveren,2025-12-27 18:50:22,Beroemd om hun zeeschelpen pralines sinds 1958. Exporteren naar meer dan 100 landen.,Famous for their seashell-shaped pralines since 1958. Export to over 100 countries.,Célèbre pour ses pralines en forme de coquillages depuis 1958. Exportent vers plus de 100 pays.,Beroemd om hun zeeschelpen pralines sinds 1958. Exporteren naar meer dan 100 landen.,Zeeschelpen,info@guylian.be,0,2591,51.2149837,,4.2313099,Guylian,,+32 3 750 35 00,9120.0,Oost-Vlaanderen,Zeeschelpen,Coquillages,pralines,fabrikant,2025-12-27 18:50:22,https://www.guylian.com
Lenniksebaan 168,Itterbeek,2025-12-27 18:50:22,Belgische chocolatier - HAMZ AND CO,Belgian chocolatier - HAMZ AND CO,Chocolaterie belge - HAMZ AND CO,Belgische chocolatier - HAMZ AND CO,,,0,2593,50.8183147,,4.2354425,HAMZ AND CO,,,1701.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:22,
Jetsesteenweg 264/1,Koekelberg,2025-12-27 18:50:22,Belgische chocolatier - HAZIQ,Belgian chocolatier - HAZIQ,Chocolaterie belge - HAZIQ,Belgische chocolatier - HAZIQ,,,0,2595,50.859077,,4.3355703,HAZIQ,,,1081.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:22,
Burgstraat 43,Gent,2025-12-27 18:50:22,Belgische chocolatier - HILDE DEVOLDER CHOCOLATIER,Belgian chocolatier - HILDE DEVOLDER CHOCOLATIER,Chocolaterie belge - HILDE DEVOLDER CHOCOLATIER,Belgische chocolatier - HILDE DEVOLDER CHOCOLATIER,,,0,2599,51.0561861,,3.7175605,HILDE DEVOLDER CHOCOLATIER,,,9000.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:22,
Gentstraat 43,Deinze,2025-12-27 18:50:22,Belgische chocolatier - HOKUS POKUS TOVERBOL,Belgian chocolatier - HOKUS POKUS TOVERBOL,Chocolaterie belge - HOKUS POKUS TOVERBOL,Belgische chocolatier - HOKUS POKUS TOVERBOL,,,0,2600,50.9798017,,3.5334834,HOKUS POKUS TOVERBOL,,,9800.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:22,https://www.hokus-pokus-toverbol.be
Maastrichterstraat 23,Hasselt,2025-12-27 18:50:22,Belgische chocolatier - Hassolaté,Belgian chocolatier - Hassolaté,Chocolaterie belge - Hassolaté,Belgische chocolatier - Hassolaté,,,0,2594,50.9289271,,5.3387128,Hassolaté,,,3500.0,Limburg,,,,winkel,2025-12-27 18:50:22,
Diestsestraat 23,Leuven,2025-12-27 18:50:22,Belgische chocolatier - Hearts & Flowers,Belgian chocolatier - Hearts & Flowers,Chocolaterie belge - Hearts & Flowers,Belgische chocolatier - Hearts & Flowers,,,0,2596,50.8799962,,4.7026099,Hearts & Flowers,,,3000.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:22,
Kerkhofstraat 29,Londerzeel,2025-12-27 18:50:22,Belgische chocolatier - Hendrik Chocolates,Belgian chocolatier - Hendrik Chocolates,Chocolaterie belge - Hendrik Chocolates,Belgische chocolatier - Hendrik Chocolates,,,0,2597,51.0027444,,4.3046392,Hendrik Chocolates,,,1840.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:22,
Franklin Rooseveltplein 31,Ronse,2025-12-27 18:50:22,Chocolatier in Ronse,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Chocolatier in Ronse,Artisanale chocolade,,0,2598,50.7466447,,3.5995027,Hermes Chocolatier,,,9600.0,Oost-Vlaanderen,Artisanale chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:22,
Zandstraat 71,Diepenbeek,2025-12-27 18:50:22,Belgische chocolatier - Holle Bolle,Belgian chocolatier - Holle Bolle,Chocolaterie belge - Holle Bolle,Belgische chocolatier - Holle Bolle,,,0,2601,50.9191161,,5.4618582,Holle Bolle,,,3590.0,Limburg,,,,winkel,2025-12-27 18:50:22,http://www.hollebolle.be
Oudergemselaan 360,Brussel,2025-12-27 18:50:22,Belgische chocolatier - Hot Chocolate,Belgian chocolatier - Hot Chocolate,Chocolaterie belge - Hot Chocolate,Belgische chocolatier - Hot Chocolate,,,0,2602,50.8398215,,4.3852764,Hot Chocolate,,,1040.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:22,https://www.leonidas.com
Rue de l'Europe 15,Farciennes,2025-12-27 18:50:22,Belgische chocolatier - INFINY CHOCOLAT,Belgian chocolatier - INFINY CHOCOLAT,Chocolaterie belge - INFINY CHOCOLAT,Belgische chocolatier - INFINY CHOCOLAT,,,0,2603,50.4328866,,4.5432746,INFINY CHOCOLAT,,,6240.0,Henegouwen,,,,winkel,2025-12-27 18:50:22,
Koeisteert 41,Londerzeel,2025-12-27 18:50:22,Belgische chocolatier - JKN INVEST,Belgian chocolatier - JKN INVEST,Chocolaterie belge - JKN INVEST,Belgische chocolatier - JKN INVEST,,,0,2605,51.0336961,,4.2929729,JKN INVEST,,,1840.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:22,
Rozenhoedkaai 1,Brugge,2025-12-27 18:50:22,Belgische chocolatier - JT coffee and pralines,Belgian chocolatier - JT coffee and pralines,Chocolaterie belge - JT coffee and pralines,Belgische chocolatier - JT coffee and pralines,,,0,2606,51.2069705,,3.2273492,JT coffee and pralines,,,8000.0,West-Vlaanderen,,,,winkel,2025-12-27 18:50:22,
Place Verte 48,Spa,2025-12-27 18:50:22,Belgische chocolatier - JUBACE,Belgian chocolatier - JUBACE,Chocolaterie belge - JUBACE,Belgische chocolatier - JUBACE,,,0,2607,50.4912534,,5.8632328,JUBACE,,,4900.0,Luik,,,,winkel,2025-12-27 18:50:22,http://www.leonidas-spa.be
Rue de l'Hôtel de Ville 15,Habay-la-Neuve,2025-12-27 18:50:22,Belgische chocolatier - Jean FV Chocolatier,Belgian chocolatier - Jean FV Chocolatier,Chocolaterie belge - Jean FV Chocolatier,Belgische chocolatier - Jean FV Chocolatier,,,0,2604,49.7287859,,5.6485746,Jean FV Chocolatier,,,6720.0,Luxemburg,,,,winkel,2025-12-27 18:50:22,https://www.jeanlechocolatier.be
Bogaardenstraat 2/c,Heist-op-den-Berg,2025-12-27 18:50:22,Belgische chocolatier - Jurgen De Weyer,Belgian chocolatier - Jurgen De Weyer,Chocolaterie belge - Jurgen De Weyer,Belgische chocolatier - Jurgen De Weyer,,,0,2608,51.0558157,,4.6774395,Jurgen De Weyer,,,2220.0,Antwerpen,,,,winkel,2025-12-27 18:50:22,https://www.jurgendeweyer.be
Steenhout 53,Denderwindeke,2025-12-27 18:50:22,Belgische chocolatier - KINE 95,Belgian chocolatier - KINE 95,Chocolaterie belge - KINE 95,Belgische chocolatier - KINE 95,,,0,2612,50.7846347,,4.0312065,KINE 95,,,9400.0,Oost-Vlaanderen,,,,winkel,2025-12-27 18:50:22,
Kouterstraat 91,Overijse,2025-12-27 18:50:22,Belgische chocolatier - KOEL,Belgian chocolatier - KOEL,Chocolaterie belge - KOEL,Belgische chocolatier - KOEL,,,0,2613,50.7783394,,4.5457512,KOEL,,,3090.0,Vlaams-Brabant,,,,winkel,2025-12-27 18:50:22,
Chaussée de Namur 109,Sart-Saint-Laurent,2025-12-27 18:50:22,Belgische chocolatier,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Belgische chocolatier,Ambachtelijke chocolade,,0,2609,50.4052667,,4.7427818,Kandy by Kléane,,,5070.0,Namen,Ambachtelijke chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:22,https://kandy-by-kleane.odoo.com
Ruelle de Forêt 2,Mont-sur-Marchienne,2025-12-27 18:50:22,Belgische chocolatier - Kandylicious,Belgian chocolatier - Kandylicious,Chocolaterie belge - Kandylicious,Belgische chocolatier - Kandylicious,,,0,2610,50.3986632,,4.4064223,Kandylicious,,,6032.0,Henegouwen,,,,winkel,2025-12-27 18:50:22,
Koning Albertstraat 16,Hasselt,2025-12-27 18:50:22,Belgische chocolatier - Keeble en Keeble,Belgian chocolatier - Keeble en Keeble,Chocolaterie belge - Keeble en Keeble,Belgische chocolatier - Keeble en Keeble,,,0,2611,50.9288362,,5.3373501,Keeble en Keeble,,,3500.0,Limburg,,,,winkel,2025-12-27 18:50:22,https://www.keebleenkeeble.be
Quai des Vicinaux 24/4,Doornik,2025-12-27 18:50:22,Atelier in Doornik,Artisan chocolate shop offering quality Belgian chocolates.,Chocolaterie artisanale offrant des chocolats belges de qualité.,Atelier in Doornik,Artisanale chocolade,,0,2614,50.6183525,,3.3797764,L Atelier de la Gourmandise,,,7500.0,Henegouwen,Artisanale chocolade,Artisan chocolate,Chocolat artisanal,winkel,2025-12-27 18:50:22,
Rue de la Vaussale 35,Angleur,2025-12-27 18:50:23,Belgische chocolatier - L'ETERNEL EPHEMERE,Belgian chocolatier - L'ETERNEL EPHEMERE,Chocolaterie belge - L'ETERNEL EPHEMERE,Belgische chocolatier - L'ETERNEL EPHEMERE,,,0,2616,50.6117514,,5.6001723,L'ETERNEL EPHEMERE,,,4031.0,Luik,,,,winkel,2025-12-27 18:50:23,
Rue du Baron d'Obin 148,Wasseiges,2025-12-27 18:50:22,Belgische chocolatier - L'Epi d'Or,Belgian chocolatier - L'Epi d'Or,Chocolaterie belge - L'Epi d'Or,Belgische chocolatier - L'Epi d'Or,,,0,2615,50.6229731,,5.0069413,L'Epi d'Or,,,4219.0,Luik,,,,winkel,2025-12-27 18:50:22,
Bosstraat 237,Sint-Pieters-Woluwe,2025-12-27 18:50:23,Belgische chocolatier - LA CABOSSE,Belgian chocolatier - LA CABOSSE,Chocolaterie belge - LA CABOSSE,Belgische chocolatier - LA CABOSSE,,,0,2618,50.8325651,,4.448538,LA CABOSSE,,,1150.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:23,
Rue de la Station 39,Vaux-sous-Chèvremont,2025-12-27 18:50:23,Belgische chocolatier - LA CHOCOLATERIE GALLER,Belgian chocolatier - LA CHOCOLATERIE GALLER,Chocolaterie belge - LA CHOCOLATERIE GALLER,Belgische chocolatier - LA CHOCOLATERIE GALLER,,,0,2620,50.6036431,,5.6296948,LA CHOCOLATERIE GALLER,,,4051.0,Luik,,,,winkel,2025-12-27 18:50:23,https://www.galler.com
Eugène Flageyplein 24,Elsene,2025-12-27 18:50:23,Belgische chocolatier - LA FLEUR DU PAIN DISTRIBUTION,Belgian chocolatier - LA FLEUR DU PAIN DISTRIBUTION,Chocolaterie belge - LA FLEUR DU PAIN DISTRIBUTION,Belgische chocolatier - LA FLEUR DU PAIN DISTRIBUTION,,,0,2621,50.8278558,,4.3734901,LA FLEUR DU PAIN DISTRIBUTION,,,1050.0,Brussels Hoofdstedelijk Gewest,,,,winkel,2025-12-27 18:50:23,https://www.lafleurdupain.com
Rue Porte Basse 27,Marche-en-Famenne,2025-12-27 18:50:23,Belgische chocolatier - LA PAUSE CHOCOLAT THE,Belgian chocolatier - LA PAUSE CHOCOLAT THE,Chocolaterie belge - LA PAUSE CHOCOLAT THE,Belgische chocolatier - LA PAUSE CHOCOLAT THE,,,0,2623,50.2289237,,5.3442261,LA PAUSE CHOCOLAT THE,,,6900.0,Luxemburg,,,,winkel,2025-12-27 18:50:23,https://www.lapausechocolatthe.be
Rue Menil 88,Freux,2025-12-27 18:50:23,Belgische chocolatier - LA PAUSE CHOCOLAT THE,Belgian chocolatier - LA PAUSE CHOCOLAT THE,Chocolaterie belge - LA PAUSE CHOCOLAT THE,Belgische chocolatier - LA PAUSE CHOCOLAT THE,,,0,2624,49.9757035,,5.4498659,LA PAUSE CHOCOLAT THE,,,6800.0,Luxemburg,,,,winkel,2025-12-27 18:50:23,
Rue de Rotheux 100,Seraing,2025-12-27 18:50:23,Belgische chocolatier - LA PLUME,Belgian chocolatier - LA PLUME,Chocolaterie belge - LA PLUME,Belgische chocolatier - LA PLUME,,,0,2625,50.5850285,,5.5045197,LA PLUME,,,4100.0,Luik,,,,winkel,2025-12-27 18:50:23,
